Timestamp,Em qual Estado você mora?,Em qual cidade você mora?,Qual o seu sexo?,Qual a sua faixa etária?,Qual o seu nível de formação?,"Se você fez pelo menos graduação, qual a sua área de formação?",Em que tipo de organização você trabalha?,A organização na qual você trabalha atua em que área?,Qual a sua principal ocupação/cargo?,Quantos anos de experiência você possui em Visualização de dados?,Em que proporção você trabalha com Visualização de Dados?,Você foi contratado para trabalhar somente com Visualização de Dados?,"Das funções abaixo, qual a melhor descreve você no seu trabalho?",Qual a sua faixa salarial mensal?,Como a sua organização usa Visualização de Dados? Escolha todas as opções que se aplicam,Que tipo de métodos/ferramentas você usa na sua organização para criar visualizações? Marque todas as que você utiliza.,Você tem poder de decisão para escolher as ferramentas de trabalho?,Que tecnologias você usa para visualizar dados?,Você é obrigado(a) a trabalhar com ferramentas ou tecnologias de que não gosta?,Que outras tecnologias você gostaria de usar para criar visualizações?,Como você apresenta suas visualizações? Selecione todas as opções que se aplicam.,Que tipos de gráficos você produziu nos últimos 6 meses?,Quem é o público que vê as suas visualizações?,Que nível de conhecimento em visualização o seu público possui?,Qual o objetivo do seu público com relação a suas visualizações?,Você aprendeu Visualização de Dados de modo formal na escola/universidade ou sozinho(a)?,Quais são as melhores formas para aprender visualização de dados?,Você participou de algum curso/workshop em visualização de dados nos últimos 12 meses?,Que outras habilidades/competências você considera importantes para atuar em Visualização de dados?,Você compartilha os seus conhecimentos de Visualização de Dados?,"Se você respondeu sim à pergunta acima, de que forma você compartilha seus conhecimentos?",Você participa de alguma sociedade ou grupo de estudos voltado para Visualização de dados?,"Se você respondeu sim à pergunta acima, qual(is)?"
10/5/2019 6:33:01,Ceará (CE),Fortaleza,Masculino,Entre 35 e 45 anos,Graduação,Ciências da Computação,Setor Privado,Turismo,CEO,1 ano,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições","Líder (gerente, diretor, coordenador, etc.)",Entre R$2.000 e R$5.000,"Análise, Comunicação, Marketing",Excel,Sim,Excel,Nunca,"Illustrator, Power BI, Tableau","Apresentação, Documento","Gráfico de linhas, Gráfico de Pizza",Público em geral,Básico,Jornalismo/Comunicação/Explicação,"Metade formalmente, metade autodidata","Workshops ou cursos presenciais, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Comunicação",Não,,Não,
10/5/2019 6:33:10,Ceará (CE),Fortaleza,Masculino,Entre 35 e 45 anos,Graduação,Ciências da Computação,Setor Privado,Turismo,CEO,1 ano,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições","Líder (gerente, diretor, coordenador, etc.)",Entre R$2.000 e R$5.000,"Análise, Comunicação, Marketing",Excel,Sim,Excel,Nunca,"Illustrator, Power BI, Tableau","Apresentação, Documento","Gráfico de linhas, Gráfico de Pizza",Público em geral,Básico,Jornalismo/Comunicação/Explicação,"Metade formalmente, metade autodidata","Workshops ou cursos presenciais, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Comunicação",Não,,Não,
10/5/2019 6:33:13,Ceará (CE),Fortaleza,Masculino,Entre 35 e 45 anos,Graduação,Ciências da Computação,Setor Privado,Turismo,CEO,1 ano,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições","Líder (gerente, diretor, coordenador, etc.)",Entre R$2.000 e R$5.000,"Análise, Comunicação, Marketing",Excel,Sim,Excel,Nunca,"Illustrator, Power BI, Tableau","Apresentação, Documento","Gráfico de linhas, Gráfico de Pizza",Público em geral,Básico,Jornalismo/Comunicação/Explicação,"Metade formalmente, metade autodidata","Workshops ou cursos presenciais, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Comunicação",Não,,Não,
10/5/2019 13:35:20,Rio de Janeiro (RJ),Rio de Janeiro ,Feminino,Entre 25 e 35 anos,Pós-graduação: Mestrado,Design,Setor Público,Pesquisa ,Assistente de pesquisa ,10,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,Entre R$2.000 e R$5.000,"Análise, Machine Learning, Comunicação, Educação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"D3, Excel, Illustrator, Tableau, Web Components, Pen & Paper",Nunca,"Processing, Python, R, WebGL, P5/Processing","Embutida numa página Web interativa, Apresentação, Documento","Gráfico de barras / histograma, Gráfico de dispersão (scatter plot), Mapa de densidade, Mapa temático (choropleth), Diagrama de Fluxo (sankey, etc)","Público em geral, Analistas, Cientistas, Designers",Intermediário,"Análise, Pesquisa",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Ensinando outras pessoas",Sim,"Programação, Design, Comunicação, Estatística ",Sim,"Participo de fóruns de perguntas e respostas, Postagens em blogs e outras mídias, Ministro cursos como parte do meu trabalho",Sim,Dataviz Rio (sou idealizadora do encontro)
10/5/2019 13:59:40,Rio de Janeiro (RJ),rio de janeiro,Masculino,Entre 35 e 45 anos,Pós-graduação: Mestrado,arquitetura e design,Sou trabalhador autônomo (free-lancer),,designer e facilitador,entre 4 e 5 anos,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho",Sim,Designer,Entre R$10.000 e R$15.000,"Análise, Comunicação, Marketing, Educação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"D3, Excel, Illustrator, Power BI, Processing, Tableau, Pen & Paper",Raramente,,"Dashboard, Apresentação, Documento","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Mapa de densidade, Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)","Público em geral, Analistas, Gerentes, Executivos, Designers","Básico, Intermediário","Jornalismo/Comunicação/Explicação, Análise, Pesquisa, Educação",A maior parte de modo autodidata,"Livros, Tutoriais em vídeo, Praticando diretamente em um projeto",Não,"Matemática, Programação, Design, Comunicação",Sim,"Oriento colegas no trabalho, Postagens em blogs e outras mídias, Ministro cursos como parte do meu trabalho",Não,
10/5/2019 15:29:44,Santa Catarina (SC),Florianópolis,Feminino,Entre 25 e 35 anos,Graduação,Jornalismo,Setor Privado,Jornalismo,Designer,1,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,Entre R$2.000 e R$5.000,Comunicação,"Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.)",Sim,"Excel, Illustrator, Mapbox, Tableau",Nunca,,"Embutida numa página Web interativa, Ferramenta, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Mapa temático (choropleth)",Público em geral,Básico,"Entretenimento, Jornalismo/Comunicação/Explicação","Metade formalmente, metade autodidata","Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Sim,"Design, Comunicação",Não,,Não,
10/6/2019 6:56:15,Paraíba (PB),João Pessoa,Masculino,Entre 45 e 55 anos,Pós-graduação: Mestrado,Informática,Sou trabalhador autônomo (free-lancer),Educação,"Consultor, instrutor",20,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Entre R$10.000 e R$15.000,"Análise, Machine Learning, Educação","Notebooks interativos (tipo Observable, jupyter, ipython, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"D3, Excel, Illustrator, Java, Leaflet, Mapbox, kepler.gl, QGIS, React, Vue, Web Components, WebGL, Pen & Paper, Canvas, P5/Processing, Chart.js",Nunca,"ggplot2, Gephi, Tableau","Embutida numa página Web interativa, Dashboard, Notebook interativo, Apresentação, Documento, Ferramenta, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Mapa temático (choropleth), Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc), tabelas de adjacência, chord/ribbon, árvores, treemap, partition, sunburst, wordcloud","Público em geral, Cientistas, Designers","Básico, Intermediário","Jornalismo/Comunicação/Explicação, Análise, Pesquisa, Educação",A maior parte de modo autodidata,"Livros, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Programação, Design, Comunicação",Sim,"Participo de fóruns de perguntas e respostas, Postagens em blogs e outras mídias, Ministro cursos (fora do meu ambiente de trabalho), Ministro cursos como parte do meu trabalho",Sim,"Escola de Dados, Data Visualization Society"
10/6/2019 7:45:32,Rio de Janeiro (RJ),Rio de Janeiro,Masculino,Entre 25 e 35 anos,Pós-graduação: Mestrado,Design,Setor Privado,Tecnologia,Diretor de Tecnologia,6,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Desenvolvedor,Entre R$10.000 e R$15.000,"Análise, Machine Learning, Marketing, Educação","Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Notebooks interativos (tipo Observable, jupyter, ipython, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.)",Sim,"D3, Processing, Canvas, P5/Processing",Nunca,,"Notebook interativo, Apresentação, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)","Cientistas, Designers",Intermediário,"Pesquisa, Educação",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Não,"Matemática, Programação, Design",Sim,"Oriento colegas no trabalho, Postagens em blogs e outras mídias, Ministro cursos (fora do meu ambiente de trabalho)",Sim,DatavizRio
10/6/2019 18:47:06,Distrito Federal (DF),Brasília,Masculino,Entre 25 e 35 anos,Pós-graduação: Doutorado,Ciência da Computação,Setor Público,Educação,Professor adjunto,5,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Entre R$15.000 e R$20.000,"Machine Learning, Educação","Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.)",Sim,"Java, Plotly, Python, WebGL, Canvas, Matplotlib",Raramente,,"Notebook interativo, Apresentação, Documento, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Diagrama de redes/grafos (nós e arestas)",Público em geral,"Intermediário, Avançado","Pesquisa, Educação","Metade formalmente, metade autodidata","Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Não,"Matemática, Programação",Sim,"Oriento colegas no trabalho, Ministro cursos como parte do meu trabalho",Não,
10/6/2019 21:10:58,Paraná (PR),Campo Mourão,Masculino,Entre 35 e 45 anos,Pós-graduação: Doutorado,Ciência da Computação,Setor Público,Educação,Professor do Magistério Superior,1,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Entre R$10.000 e R$15.000,Análise,"Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.)",Sim,"Gephi, Java, Python, R",Algumas vezes,D3,"Apresentação, Ferramenta","Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)",Cientistas,Intermediário,"Análise, Pesquisa",A maior parte de modo autodidata,"Livros, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Não,"Matemática, Programação, Design",Sim,Oriento colegas no trabalho,Não,
10/7/2019 7:55:09,Rio de Janeiro (RJ),Rio de Janeiro,Masculino,Entre 45 e 55 anos,Pós-graduação: Doutorado,Engenharia,Setor Privado,Educação,Professor Associado,20,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Acima de R$25.000,"Análise, Machine Learning, Comunicação, Marketing","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Notebooks interativos (tipo Observable, jupyter, ipython, etc), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.)",Sim,"D3, ggplot2, Plotly, Python, R, React, Tableau, WebGL, Matplotlib",Raramente,,"Embutida numa página Web interativa, Dashboard, Notebook interativo, Apresentação, Documento","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Mapa temático (choropleth), Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)","Analistas, Engenheiros, Cientistas, Médicos e outros profissionais de saúde, Gerentes, Executivos","Intermediário, Avançado","Análise, Pesquisa",A maior parte de modo autodidata,"Livros, Exemplos, Trabalhando em equipe com pessoas especialistas",Não,"Matemática, Programação, Design, Comunicação",Sim,Oriento colegas no trabalho,Não,
10/7/2019 8:22:12,Rio Grande do Sul (RS),Porto Alegre,Feminino,Entre 45 e 55 anos,Pós-graduação: Doutorado,Ciência da Computação,Setor Público,Educação,Professor,15,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Entre R$20.000 e R$25.000,"Educação, Pesquisa","Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.)",Sim,"D3, Excel, R, WebGL, Unity",Nunca,,"Embutida numa página Web interativa, Ferramenta","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Gráfico de pontos, Diagrama de Fluxo (sankey, etc)",Cientistas,Avançado,"Análise, Pesquisa","Metade formalmente, metade autodidata","Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Não,"Programação, Comunicação",Sim,Oriento colegas no trabalho,Não,
10/7/2019 15:52:36,São Paulo (SP),São Paulo ,Masculino,Entre 18 e 25 anos,Pós-graduação: Mestrado,Ciência Política ,Setor Privado,Jornalismo,Cientista de dados ,4,Visualização de dados é o principal foco do meu trabalho,Sim,Cientista,"Entre R$5.000,00 e R$10.000","Análise, Comunicação","Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"Excel, ggplot2, QGIS, R",Nunca,D3,"Embutida numa página Web interativa, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Mapa temático (choropleth), Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)","Público em geral, Analistas, Cientistas, Designers",Avançado,"Jornalismo/Comunicação/Explicação, Análise, Pesquisa",A maior parte de modo autodidata,"Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Sim,"Programação, Design, Comunicação, Estatística (é bem diferente de matemática) ",Sim,"Oriento colegas no trabalho, Postagens em blogs e outras mídias, Ministro cursos (fora do meu ambiente de trabalho), Ministro cursos como parte do meu trabalho",Não,
10/7/2019 18:02:07,São Paulo (SP),Presidente Prudente,Masculino,Entre 18 e 25 anos,Pós-graduação: Especialização,Ciência da Computação,Setor Privado,Tecnologia,CTO,4,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições","Líder (gerente, diretor, coordenador, etc.)",Entre R$15.000 e R$20.000,"Análise, Comunicação, Marketing, Business Inteligence","Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"D3, Angular, Excel, ggplot2, Highcharts, Illustrator, Mapbox, Python, QGIS, React, Web Components, WebGL, Canvas",Raramente,,"Embutida numa página Web interativa, Dashboard, Apresentação, Ferramenta, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Gráfico de pontos, Diagrama de Fluxo (sankey, etc)","Público em geral, Analistas, Cientistas, Gerentes, Executivos, Designers",Intermediário,"Jornalismo/Comunicação/Explicação, Análise, Pesquisa, Trabalho",A maior parte de modo autodidata,"Workshops ou cursos presenciais, Exemplos, Tutoriais em vídeo, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Sim,"Matemática, Programação, Design",Sim,"Oriento colegas no trabalho, Ministro cursos (fora do meu ambiente de trabalho)",Não,
10/8/2019 8:28:05,São Paulo (SP),Ribeirão Preto,Masculino,Entre 45 e 55 anos,Pós-graduação: Doutorado,Informática,Setor Público,Educação,Analista de Sistemas,20,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Analista,"Entre R$5.000,00 e R$10.000","Análise, Machine Learning, Educação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"Angular, ggplot2, Illustrator, Java, Plotly, Power BI, Processing, Python, R, Tableau, Web Components, WebGL, Matplotlib",Algumas vezes,,"Embutida numa página Web interativa, Apresentação, Documento, Ferramenta, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Diagrama de redes/grafos (nós e arestas)","Cientistas, Médicos e outros profissionais de saúde, Gerentes",Intermediário,"Análise, Pesquisa, Educação","Metade formalmente, metade autodidata","Livros, Workshops ou cursos presenciais, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Programação, Design, Comunicação",Sim,"Oriento colegas no trabalho, Ministro cursos como parte do meu trabalho",Sim,SBC-Graf
10/8/2019 8:30:18,Rio de Janeiro (RJ),Rio de Janeiro,Masculino,Entre 45 e 55 anos,Graduação,Jornalismo,Setor Privado,Jornalismo,Editor web/analista de dados,26,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Analista,"Entre R$5.000,00 e R$10.000","Análise, Comunicação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.)",Não,"Excel, Power BI",Nunca,"Python, R, Tableau","Embutida numa página Web interativa, Dashboard, Apresentação","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot)",Público em geral,Básico,"Entretenimento, Jornalismo/Comunicação/Explicação, Análise",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Sim,"Matemática, Programação, Design, Comunicação, bom senso",Sim,"Oriento colegas no trabalho, Postagens em blogs e outras mídias, Ministro cursos como parte do meu trabalho",Não,
10/8/2019 11:42:07,São Paulo (SP),São Paulo,Feminino,Entre 18 e 25 anos,Graduação em curso,Geografia,Setor Privado,Jornalismo,Infografia- Estagiária,7 meses,Visualização de dados é o principal foco do meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,Menos de R$2.000,Comunicação,"Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"ggplot2, Illustrator, QGIS, R",Nunca,"D3, Java, Leaflet, Python, React, Tableau",Página Web Estática,"Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Mapa temático (choropleth), Diagrama de Fluxo (sankey, etc)",Público em geral,Básico,Jornalismo/Comunicação/Explicação,A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Tutoriais em vídeo, Praticando diretamente em um projeto",Não,"Programação, Design, Comunicação",Sim,"Oriento colegas no trabalho, Postagens em blogs e outras mídias",Não,
10/8/2019 12:31:32,São Paulo (SP),Presidente Prudente,Masculino,Entre 45 e 55 anos,Pós-graduação: Doutorado,,Setor Público,Educação,Professor,15,Visualização de dados é o principal foco do meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Entre R$15.000 e R$20.000,Análise,"Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.)",Sim,"D3, Angular, Excel, Java, Python, R",Raramente,"QGIS, WebGL","Apresentação, Documento","Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Diagrama de redes/grafos (nós e arestas), Coordenadas Paralelas; TreeMap, etc","Analistas, Cientistas","Básico, Intermediário","Pesquisa, Educação",A maior parte em ambiente formal,"Disciplina na educação formal, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Programação, Design, Comunicação",Sim,"Oriento colegas no trabalho, Ministro cursos como parte do meu trabalho",Não,
10/9/2019 10:47:27,Minas Gerais (MG),Uberlândia,Masculino,Entre 35 e 45 anos,Pós-graduação: Doutorado,Ciência da Computação,Setor Público,Educação,Professor universitário Adjunto DE,8,Visualização de dados é o principal foco do meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Cientista,"Entre R$5.000,00 e R$10.000",Educação,"Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.)",Sim,"D3, Gephi, Java, Leaflet, Plotly, Python, R",Nunca,WebGL,"Embutida numa página Web interativa, Apresentação, Ferramenta","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Diagrama de redes/grafos (nós e arestas)","Público em geral, Analistas, Cientistas","Básico, Intermediário","Análise, Pesquisa, Educação",A maior parte em ambiente formal,"Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Programação, Design",Sim,"Oriento colegas no trabalho, Participo de fóruns de perguntas e respostas, Ministro cursos como parte do meu trabalho",Sim,Comunidade de Visualização Mundial
10/9/2019 12:14:40,Rio de Janeiro (RJ),Rio de Janeiro,Feminino,Entre 18 e 25 anos,Graduação,Design,Setor Privado,Design de informação,Estagiária,+-2,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,Menos de R$2.000,Comunicação,"Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos","Em parte, pelo menos posso escolher de uma lista de ferramentas","D3, Excel, Illustrator, Other physical materials",Algumas vezes,"Power BI, Processing, P5/Processing","Embutida numa página Web interativa, Dashboard, Apresentação, Documento, Ferramenta, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa temático (choropleth)",Público em geral,Intermediário,"Análise, Pesquisa",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Sim,"Programação, Design",Sim,Oriento colegas no trabalho,Sim,
10/9/2019 22:59:55,Rio de Janeiro (RJ),Rio de Janeiro,Feminino,Entre 25 e 35 anos,Pós-graduação: Doutorado,Design/Artes,Setor Privado,Design e Cultura,Diretora de criação ,7,Visualização de dados é o principal foco do meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições","Líder (gerente, diretor, coordenador, etc.)","Entre R$5.000,00 e R$10.000","Análise, Comunicação, Educação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"D3, Excel, Illustrator, Processing, Tableau, Pen & Paper, P5/Processing",Raramente,,"Embutida numa página Web interativa, Apresentação, Documento, Ferramenta, Página Web Estática, Instalação interativa","Gráfico de barras / histograma, Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)","Público em geral, Engenheiros, Gerentes","Básico, Intermediário","Jornalismo/Comunicação/Explicação, Análise","Metade formalmente, metade autodidata","Workshops ou cursos presenciais, Tutoriais em vídeo, Praticando diretamente em um projeto",Sim,"Matemática, Programação, Design",Sim,"Oriento colegas no trabalho, Ministro cursos como parte do meu trabalho",Sim,Labvis / Dataviz Rio 
